id,shares
1,-553.1330207581218
2,404.506203621758
3,-801.4335802625692
4,494.8945437476641
5,140.91030986702935
6,1398.8089419174516
7,127.46162480840155
8,1476.1414553871637
9,-934.5973710574872
10,-327.3263270217378
11,1391.1746337867526
12,1133.2492908803815
13,734.7664001907492
14,625.9773023550183
15,254.30198678929173
16,5283.929539755419
17,1376.0129095083776
18,3189.278452484955
19,49.64326522301292
20,1018.5148214664189
21,3016.6637411759375
22,255.51648065022528
23,2867.195629877988
24,6187.708428308732
25,423.37957157621577
26,388.1449445499975
27,1532.3111478776286
28,1053.8525247627113
29,1373.723270643442
30,1099.3942564048948
31,103.54155323701843
32,1084.6400512202376
33,1346.4705248231967
34,652.4412823298067
35,557.0827187245523
36,1947.0584806222973
37,3569.8031653131675
38,845.5090433626665
39,2675.9464752151202
40,-168.5879904398348
41,1782.4585709753374
42,4543.609843312211
43,-551.6940145622646
44,1414.7932802768055
45,2211.101177195722
46,1191.0168451950474
47,1165.0852027894275
48,1088.357412258572
49,910.4348733066404
50,641.5051875171521
51,-139.68124920945831
52,980.0599818854439
53,1406.5311253817422
54,2687.346600988527
55,4767.016722947842
56,1388.4230867197916
57,831.1504719800955
58,4967.133120381984
59,1080.4368174588035
60,1529.5380147134947
61,636.7135238284236
62,836.2955995443479
63,639.7210518203967
64,3125.5742543299457
65,689.7594880602487
66,4790.511372253448
67,1047.048011740896
68,1738.396703458497
69,1631.1777124094879
70,3927.899921604844
71,3397.48048817767
72,1719.328978565065
73,2109.8769897336424
74,4606.541785652427
75,2348.98157672686
76,1536.2727693421475
77,-1.5823042716058353
78,759.9849290533607
79,4744.768021135863
80,2732.6307307888464
81,2071.1799082079506
82,1906.188231753998
83,2170.27277579137
84,2083.8119344376405
85,1932.6996152347715
86,3113.3455974516833
87,2109.224756996251
88,2802.2693491605573
89,2946.4827637877956
90,3381.4754573824393
91,4673.719609596381
92,2181.5186101923
93,2265.387368567168
94,6911.869996438499
95,3251.0417471539713
96,2731.3214619654254
97,1153.8228225596729
98,1565.898309682506
99,1237.373053686833
100,1280.0940852108151
101,1592.573811668496
102,1518.5058268011126
103,1035.8857802913499
104,1477.1039813131456
105,1072.697662944651
106,2001.3359659981606
107,301.7169140704059
108,697.5707101267749
109,2245.246902301721
110,875.6221395239165
111,2698.601369886006
112,2970.259719198871
113,2095.2136300014336
114,-291.2877687220405
115,2460.79170548123
116,1697.4836976378156
117,4145.0984047482825
118,1695.1566054300147
119,1336.4186319848304
120,896.8610190990746
121,4651.599843249575
122,2352.8300390106865
123,1844.2692326924225
124,2692.922792180961
125,5186.465062847004
126,2241.1489370688837
127,1460.602279781885
128,1176.5069282903012
129,941.0490651533078
130,2279.186162546515
131,2058.193810759034
132,1327.4015652337775
